metric,val_prec,val_recall,val_f1,test_prec,test_recall,test_f1,name,freeze_enc,params,data,tag_emb_type,tag_emb,tag_rnn,par_rnn,par_rnn_l,mlp_h,arc_norm,par_rnn_h,par_type,par_gnn_layers,seed,training_steps
parser_labeled_results,0.678,0.6768,0.6774,0.7238,0.6803,0.7014,bert-base-uncased,frozen,3.67,ade,linear,0,0,LSTM,3,100,0,200,simple,0,2,2000
parser_labeled_results,0.6318,0.6974,0.663,0.6531,0.6923,0.6721,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,1,200,simple,0,2,2000
parser_labeled_results,0.6565,0.657,0.6568,0.6995,0.649,0.6733,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,1,200,simple,0,4,2000
parser_labeled_results,0.6734,0.6628,0.6681,0.6769,0.6346,0.6551,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,1,200,simple,0,3,2000
parser_labeled_results,0.7071,0.6686,0.6873,0.6735,0.6346,0.6535,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,1,200,simple,0,0,2000
parser_labeled_results,0.6712,0.6529,0.6619,0.6582,0.6202,0.6386,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,1,200,simple,0,1,2000
parser_labeled_results,0.6466,0.6546,0.6506,0.6821,0.6394,0.66,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,0,200,simple,0,3,2000
parser_labeled_results,0.6299,0.6818,0.6548,0.7043,0.7043,0.7043,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,0,200,simple,0,2,2000
parser_labeled_results,0.6422,0.6851,0.6629,0.6562,0.6514,0.6538,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,0,200,simple,0,4,2000
parser_labeled_results,0.6401,0.7024,0.6698,0.6471,0.6611,0.654,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,0,200,simple,0,0,2000
parser_labeled_results,0.6526,0.6505,0.6515,0.6878,0.6514,0.6691,bert-base-uncased,frozen,4.24,ade,linear,0,0,LSTM,3,500,0,200,simple,0,1,2000
parser_labeled_results,0.6453,0.6485,0.6469,0.635,0.6401,0.6375,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,1,200,simple,0,1,2000
parser_labeled_results,0.6557,0.6478,0.6517,0.6299,0.6218,0.6258,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,1,200,simple,0,4,2000
parser_labeled_results,0.6556,0.6421,0.6488,0.6292,0.6177,0.6234,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,1,200,simple,0,3,2000
parser_labeled_results,0.657,0.6258,0.641,0.6089,0.5782,0.5932,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,1,200,simple,0,2,2000
parser_labeled_results,0.657,0.6393,0.648,0.6296,0.6231,0.6263,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,1,200,simple,0,0,2000
parser_labeled_results,0.6667,0.6322,0.649,0.6269,0.6048,0.6157,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,0,200,simple,0,3,2000
parser_labeled_results,0.6469,0.6492,0.648,0.6032,0.6082,0.6057,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,0,200,simple,0,0,2000
parser_labeled_results,0.6587,0.6456,0.6521,0.621,0.6109,0.6159,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,0,200,simple,0,1,2000
parser_labeled_results,0.6479,0.6442,0.6461,0.6082,0.6041,0.6061,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,0,200,simple,0,4,2000
parser_labeled_results,0.6604,0.6506,0.6555,0.6113,0.6054,0.6083,bert-base-uncased,frozen,4.06,yamakata,linear,0,0,LSTM,3,300,0,200,simple,0,2,2000
parser_labeled_results,0.6508,0.6393,0.645,0.613,0.6034,0.6082,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,1,200,simple,0,0,2000
parser_labeled_results,0.6499,0.6407,0.6453,0.6234,0.6136,0.6184,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,1,200,simple,0,2,2000
parser_labeled_results,0.6533,0.6464,0.6498,0.6244,0.6197,0.6221,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,1,200,simple,0,3,2000
parser_labeled_results,0.6589,0.6435,0.6511,0.6254,0.619,0.6222,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,1,200,simple,0,1,2000
parser_labeled_results,0.6451,0.6506,0.6478,0.6088,0.6109,0.6098,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,1,200,simple,0,4,2000
parser_labeled_results,0.6586,0.652,0.6553,0.6171,0.6184,0.6177,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,0,200,simple,0,0,2000
parser_labeled_results,0.658,0.6435,0.6507,0.6386,0.6238,0.6311,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,0,200,simple,0,3,2000
parser_labeled_results,0.6465,0.6428,0.6446,0.6191,0.6204,0.6198,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,0,200,simple,0,4,2000
parser_labeled_results,0.6595,0.63,0.6444,0.631,0.6129,0.6218,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,0,200,simple,0,1,2000
parser_labeled_results,0.6557,0.6329,0.6441,0.6281,0.6122,0.62,bert-base-uncased,frozen,3.82,yamakata,linear,0,0,LSTM,3,100,0,200,simple,0,2,2000
parser_labeled_results,0.65,0.6279,0.6388,0.6209,0.6061,0.6134,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,1,200,simple,0,3,2000
parser_labeled_results,0.66,0.652,0.656,0.6223,0.6197,0.621,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,1,200,simple,0,4,2000
parser_labeled_results,0.6577,0.64,0.6487,0.6316,0.6204,0.6259,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,1,200,simple,0,2,2000
parser_labeled_results,0.6602,0.6293,0.6444,0.6274,0.6116,0.6194,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,1,200,simple,0,1,2000
parser_labeled_results,0.6647,0.6421,0.6532,0.6382,0.6252,0.6316,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,1,200,simple,0,0,2000
parser_labeled_results,0.6427,0.6322,0.6374,0.6156,0.6102,0.6129,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,0,200,simple,0,1,2000
parser_labeled_results,0.6696,0.6435,0.6563,0.6259,0.6122,0.619,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,0,200,simple,0,3,2000
parser_labeled_results,0.6533,0.6329,0.6429,0.628,0.6109,0.6193,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,0,200,simple,0,4,2000
parser_labeled_results,0.6591,0.6549,0.6569,0.616,0.6143,0.6151,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,0,200,simple,0,0,2000
parser_labeled_results,0.6517,0.6364,0.644,0.6361,0.6279,0.632,bert-base-uncased,frozen,4.38,yamakata,linear,0,0,LSTM,3,500,0,200,simple,0,2,2000
parser_labeled_results,0.6535,0.5468,0.5954,0.6122,0.5381,0.5728,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,1,200,simple,0,4,2000
parser_labeled_results,0.6118,0.6073,0.6096,0.5781,0.6248,0.6006,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,1,200,simple,0,3,2000
parser_labeled_results,0.6133,0.5908,0.6019,0.6057,0.5994,0.6026,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,1,200,simple,0,0,2000
parser_labeled_results,0.679,0.5046,0.5789,0.6793,0.5351,0.5987,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,1,200,simple,0,1,2000
parser_labeled_results,0.607,0.6037,0.6053,0.5559,0.565,0.5604,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,1,200,simple,0,2,2000
parser_labeled_results,0.61,0.6055,0.6077,0.5688,0.562,0.5654,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,0,200,simple,0,2,2000
parser_labeled_results,0.5846,0.5706,0.5775,0.5493,0.5501,0.5497,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,0,200,simple,0,4,2000
parser_labeled_results,0.6008,0.5853,0.5929,0.5837,0.5785,0.5811,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,0,200,simple,0,3,2000
parser_labeled_results,0.5945,0.5541,0.5736,0.5985,0.5904,0.5944,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,0,200,simple,0,1,2000
parser_labeled_results,0.6318,0.5101,0.5645,0.5911,0.4948,0.5386,bert-base-uncased,frozen,3.96,conll04,linear,0,0,LSTM,3,300,0,200,simple,0,0,2000
parser_labeled_results,0.6195,0.5945,0.6067,0.607,0.5934,0.6002,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,1,200,simple,0,2,2000
parser_labeled_results,0.6373,0.5578,0.5949,0.6164,0.574,0.5944,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,1,200,simple,0,1,2000
parser_labeled_results,0.6124,0.545,0.5767,0.6,0.5605,0.5796,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,1,200,simple,0,0,2000
parser_labeled_results,0.6108,0.5817,0.5959,0.5964,0.5874,0.5919,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,1,200,simple,0,3,2000
parser_labeled_results,0.6179,0.5817,0.5992,0.5843,0.58,0.5821,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,1,200,simple,0,4,2000
parser_labeled_results,0.582,0.5927,0.5873,0.5676,0.577,0.5723,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,0,200,simple,0,2,2000
parser_labeled_results,0.6118,0.5725,0.5915,0.609,0.5635,0.5854,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,0,200,simple,0,3,2000
parser_labeled_results,0.6645,0.567,0.6119,0.6655,0.5561,0.6059,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,0,200,simple,0,1,2000
parser_labeled_results,0.6729,0.5248,0.5897,0.6667,0.5561,0.6064,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,0,200,simple,0,4,2000
parser_labeled_results,0.6754,0.5229,0.5895,0.6268,0.5247,0.5712,bert-base-uncased,frozen,3.72,conll04,linear,0,0,LSTM,3,100,0,200,simple,0,0,2000
parser_labeled_results,0.6698,0.5284,0.5908,0.6243,0.4993,0.5548,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,1,200,simple,0,3,2000
parser_labeled_results,0.6245,0.5982,0.6111,0.6167,0.6084,0.6125,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,1,200,simple,0,1,2000
parser_labeled_results,0.5886,0.5853,0.5869,0.5761,0.583,0.5795,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,1,200,simple,0,0,2000
parser_labeled_results,0.641,0.5505,0.5923,0.6086,0.5277,0.5653,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,1,200,simple,0,4,2000
parser_labeled_results,0.6039,0.5706,0.5868,0.5761,0.577,0.5765,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,1,200,simple,0,2,2000
parser_labeled_results,0.558,0.6,0.5782,0.5223,0.5785,0.5489,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,0,200,simple,0,0,2000
parser_labeled_results,0.6728,0.4716,0.5545,0.5985,0.4679,0.5252,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,0,200,simple,0,3,2000
parser_labeled_results,0.5884,0.5376,0.5618,0.5957,0.577,0.5862,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,0,200,simple,0,4,2000
parser_labeled_results,0.6149,0.5156,0.5609,0.601,0.5336,0.5653,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,0,200,simple,0,2,2000
parser_labeled_results,0.691,0.5046,0.5832,0.6628,0.5082,0.5753,bert-base-uncased,frozen,4.28,conll04,linear,0,0,LSTM,3,500,0,200,simple,0,1,2000
parser_labeled_results,0.2762,0.224,0.2474,0.3281,0.2603,0.2903,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,1,100,simple,0,3,2000
parser_labeled_results,0.277,0.208,0.2376,0.3066,0.2209,0.2568,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,1,100,simple,0,4,2000
parser_labeled_results,0.3309,0.182,0.2348,0.3381,0.176,0.2315,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,1,100,simple,0,1,2000
parser_labeled_results,0.261,0.25,0.2554,0.3213,0.2835,0.3012,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,1,100,simple,0,0,2000
parser_labeled_results,0.375,0.195,0.2566,0.3734,0.1987,0.2594,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,1,100,simple,0,2,2000
parser_labeled_results,0.2806,0.204,0.2362,0.3272,0.2371,0.275,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,0,100,simple,0,2,2000
parser_labeled_results,0.325,0.195,0.2437,0.3441,0.2075,0.2589,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,0,100,simple,0,0,2000
parser_labeled_results,0.2432,0.225,0.2338,0.2736,0.2385,0.2549,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,0,100,simple,0,4,2000
parser_labeled_results,0.2452,0.215,0.2291,0.2966,0.2506,0.2717,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,0,100,simple,0,3,2000
parser_labeled_results,0.2982,0.215,0.2499,0.3368,0.2256,0.2702,bert-base-uncased,frozen,1.04,scierc,linear,0,0,LSTM,1,300,0,100,simple,0,1,2000
parser_labeled_results,0.2497,0.223,0.2356,0.2838,0.2297,0.2539,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,1,100,simple,0,3,2000
parser_labeled_results,0.2894,0.18,0.2219,0.3028,0.1871,0.2313,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,1,100,simple,0,1,2000
parser_labeled_results,0.2476,0.231,0.239,0.3217,0.2937,0.307,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,1,100,simple,0,0,2000
parser_labeled_results,0.252,0.223,0.2366,0.3128,0.264,0.2864,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,1,100,simple,0,4,2000
parser_labeled_results,0.2343,0.257,0.2451,0.2843,0.2895,0.2869,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,1,100,simple,0,2,2000
parser_labeled_results,0.3205,0.183,0.233,0.3524,0.2057,0.2597,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,0,100,simple,0,0,2000
parser_labeled_results,0.2511,0.223,0.2362,0.2704,0.2288,0.2479,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,0,100,simple,0,3,2000
parser_labeled_results,0.2443,0.193,0.2156,0.2748,0.2015,0.2325,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,0,100,simple,0,1,2000
parser_labeled_results,0.356,0.194,0.2511,0.3607,0.2075,0.2635,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,0,100,simple,0,2,2000
parser_labeled_results,0.2601,0.218,0.2372,0.2948,0.2316,0.2594,bert-base-uncased,frozen,0.88,scierc,linear,0,0,LSTM,1,100,0,100,simple,0,4,2000
parser_labeled_results,0.3084,0.198,0.2412,0.3557,0.2385,0.2856,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,1,100,simple,0,1,2000
parser_labeled_results,0.2708,0.218,0.2416,0.3642,0.2784,0.3156,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,1,100,simple,0,4,2000
parser_labeled_results,0.2472,0.218,0.2317,0.3123,0.2566,0.2817,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,1,100,simple,0,3,2000
parser_labeled_results,0.2775,0.197,0.2304,0.3053,0.2168,0.2535,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,1,100,simple,0,0,2000
parser_labeled_results,0.2566,0.253,0.2548,0.3117,0.2955,0.3034,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,1,100,simple,0,2,2000
parser_labeled_results,0.263,0.212,0.2348,0.3411,0.2631,0.2971,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,0,100,simple,0,4,2000
parser_labeled_results,0.3123,0.173,0.2227,0.3281,0.1732,0.2267,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,0,100,simple,0,0,2000
parser_labeled_results,0.2181,0.202,0.2098,0.2571,0.214,0.2336,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,0,100,simple,0,3,2000
parser_labeled_results,0.2456,0.183,0.2097,0.281,0.195,0.2302,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,0,100,simple,0,1,2000
parser_labeled_results,0.2476,0.254,0.2507,0.2953,0.2927,0.294,bert-base-uncased,frozen,1.28,scierc,linear,0,0,LSTM,1,500,0,100,simple,0,2,2000
parser_labeled_results,0.6459,0.648,0.6469,0.6583,0.6298,0.6437,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,1,100,simple,0,0,2000
parser_labeled_results,0.6871,0.6389,0.6621,0.7154,0.6346,0.6726,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,1,100,simple,0,2,2000
parser_labeled_results,0.635,0.6785,0.656,0.6588,0.6731,0.6659,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,1,100,simple,0,3,2000
parser_labeled_results,0.6645,0.6661,0.6653,0.6761,0.6322,0.6534,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,1,100,simple,0,1,2000
parser_labeled_results,0.6593,0.6364,0.6477,0.717,0.6394,0.676,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,1,100,simple,0,4,2000
parser_labeled_results,0.6502,0.6191,0.6343,0.6702,0.6106,0.639,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,0,100,simple,0,4,2000
parser_labeled_results,0.6328,0.662,0.6471,0.6585,0.6442,0.6513,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,0,100,simple,0,0,2000
parser_labeled_results,0.6611,0.6496,0.6553,0.6823,0.6298,0.655,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,0,100,simple,0,2,2000
parser_labeled_results,0.6595,0.6323,0.6456,0.689,0.6178,0.6515,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,0,100,simple,0,3,2000
parser_labeled_results,0.6501,0.6463,0.6482,0.6607,0.6226,0.6411,bert-base-uncased,frozen,0.97,ade,linear,0,0,LSTM,1,300,0,100,simple,0,1,2000
parser_labeled_results,0.6435,0.6636,0.6534,0.6759,0.6466,0.6609,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,1,100,simple,0,3,2000
parser_labeled_results,0.6335,0.6669,0.6498,0.6895,0.6779,0.6836,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,1,100,simple,0,4,2000
parser_labeled_results,0.6708,0.6265,0.6479,0.6712,0.5938,0.6301,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,1,100,simple,0,0,2000
parser_labeled_results,0.638,0.6785,0.6576,0.6714,0.6779,0.6746,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,1,100,simple,0,2,2000
parser_labeled_results,0.6817,0.6356,0.6578,0.6923,0.6274,0.6583,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,1,100,simple,0,1,2000
parser_labeled_results,0.639,0.6727,0.6554,0.6229,0.6274,0.6251,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,0,100,simple,0,1,2000
parser_labeled_results,0.631,0.6472,0.639,0.651,0.6322,0.6415,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,0,100,simple,0,3,2000
parser_labeled_results,0.6719,0.6331,0.652,0.6897,0.625,0.6557,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,0,100,simple,0,0,2000
parser_labeled_results,0.615,0.6612,0.6373,0.6262,0.6442,0.6351,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,0,100,simple,0,2,2000
parser_labeled_results,0.6398,0.6678,0.6535,0.6587,0.6635,0.6611,bert-base-uncased,frozen,0.81,ade,linear,0,0,LSTM,1,100,0,100,simple,0,4,2000
parser_labeled_results,0.6365,0.6669,0.6514,0.6538,0.649,0.6514,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,1,100,simple,0,1,2000
parser_labeled_results,0.6244,0.6455,0.6348,0.6463,0.637,0.6416,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,1,100,simple,0,0,2000
parser_labeled_results,0.6263,0.6867,0.6551,0.6224,0.6418,0.632,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,1,100,simple,0,3,2000
parser_labeled_results,0.6497,0.6834,0.6661,0.687,0.6755,0.6812,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,1,100,simple,0,2,2000
parser_labeled_results,0.626,0.6719,0.6481,0.6746,0.6779,0.6763,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,1,100,simple,0,4,2000
parser_labeled_results,0.629,0.6513,0.6399,0.6325,0.6082,0.6201,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,0,100,simple,0,4,2000
parser_labeled_results,0.6442,0.6463,0.6453,0.6769,0.6346,0.6551,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,0,100,simple,0,1,2000
parser_labeled_results,0.6449,0.6513,0.6481,0.6831,0.6322,0.6567,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,0,100,simple,0,0,2000
parser_labeled_results,0.6082,0.6397,0.6235,0.6489,0.6442,0.6466,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,0,100,simple,0,3,2000
parser_labeled_results,0.6363,0.6793,0.6571,0.6731,0.6683,0.6707,bert-base-uncased,frozen,1.21,ade,linear,0,0,LSTM,1,500,0,100,simple,0,2,2000
parser_labeled_results,0.6362,0.6159,0.6259,0.6046,0.5878,0.5961,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,1,100,simple,0,4,2000
parser_labeled_results,0.6356,0.6293,0.6325,0.6001,0.5993,0.5997,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,1,100,simple,0,0,2000
parser_labeled_results,0.6552,0.6194,0.6368,0.5936,0.5673,0.5802,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,1,100,simple,0,2,2000
parser_labeled_results,0.645,0.6322,0.6385,0.5976,0.5769,0.5871,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,1,100,simple,0,3,2000
parser_labeled_results,0.653,0.6336,0.6432,0.6189,0.6,0.6093,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,1,100,simple,0,1,2000
parser_labeled_results,0.6656,0.6166,0.6402,0.6144,0.5789,0.5961,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,0,100,simple,0,0,2000
parser_labeled_results,0.6555,0.5989,0.6259,0.6031,0.5612,0.5814,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,0,100,simple,0,1,2000
parser_labeled_results,0.6577,0.6045,0.63,0.5985,0.5599,0.5786,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,0,100,simple,0,4,2000
parser_labeled_results,0.6585,0.6109,0.6338,0.6045,0.5646,0.5839,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,0,100,simple,0,2,2000
parser_labeled_results,0.6419,0.601,0.6208,0.5754,0.5449,0.5597,bert-base-uncased,frozen,1.11,yamakata,linear,0,0,LSTM,1,300,0,100,simple,0,3,2000
parser_labeled_results,0.6333,0.601,0.6167,0.5991,0.5612,0.5796,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,1,100,simple,0,3,2000
parser_labeled_results,0.6496,0.6123,0.6304,0.5972,0.5707,0.5837,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,1,100,simple,0,1,2000
parser_labeled_results,0.6297,0.6109,0.6201,0.5992,0.5837,0.5913,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,1,100,simple,0,4,2000
parser_labeled_results,0.6327,0.5897,0.6104,0.5748,0.5408,0.5573,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,1,100,simple,0,0,2000
parser_labeled_results,0.6395,0.6109,0.6249,0.6112,0.5891,0.5999,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,1,100,simple,0,2,2000
parser_labeled_results,0.6287,0.6109,0.6197,0.577,0.5605,0.5687,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,0,100,simple,0,2,2000
parser_labeled_results,0.6258,0.6187,0.6222,0.5781,0.5741,0.5761,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,0,100,simple,0,4,2000
parser_labeled_results,0.6393,0.6067,0.6225,0.5846,0.5639,0.5741,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,0,100,simple,0,1,2000
parser_labeled_results,0.6349,0.6052,0.6197,0.5814,0.5585,0.5697,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,0,100,simple,0,3,2000
parser_labeled_results,0.6431,0.5939,0.6175,0.5812,0.5524,0.5664,bert-base-uncased,frozen,0.95,yamakata,linear,0,0,LSTM,1,100,0,100,simple,0,0,2000
parser_labeled_results,0.647,0.5989,0.622,0.5947,0.5599,0.5767,bert-base-uncased,frozen,1.36,yamakata,linear,0,0,LSTM,1,500,1,100,simple,0,2,2000
parser_labeled_results,0.6515,0.6293,0.6402,0.6047,0.5891,0.5968,bert-base-uncased,frozen,1.36,yamakata,linear,0,0,LSTM,1,500,1,100,simple,0,3,2000
parser_labeled_results,0.6747,0.6159,0.6439,0.6213,0.5803,0.6001,bert-base-uncased,frozen,1.36,yamakata,linear,0,0,LSTM,1,500,1,100,simple,0,4,2000
parser_labeled_results,0.6469,0.6272,0.6369,0.6022,0.585,0.5935,bert-base-uncased,frozen,1.36,yamakata,linear,0,0,LSTM,1,500,1,100,simple,0,1,2000
