metric,val_prec,val_recall,val_f1,test_prec,test_recall,test_f1,name,freeze_enc,params,data,tag_emb_type,tag_emb,tag_rnn,par_rnn,par_rnn_l,mlp_h,arc_norm,par_rnn_h,par_type,par_gnn_layers,seed,training_steps
parser_labeled_results,0.6136,0.5798,0.5962,0.6072,0.58,0.5933,bert-base-uncased,frozen,12.75,conll04,linear,0,1,LSTM,3,100,1,400,simple,0,4,2000
parser_labeled_results,0.6485,0.589,0.6173,0.5971,0.5605,0.5783,bert-base-uncased,frozen,12.75,conll04,linear,0,1,LSTM,3,100,0,400,simple,0,2,2000
parser_labeled_results,0.6803,0.5193,0.589,0.6822,0.5486,0.6081,bert-base-uncased,frozen,12.75,conll04,linear,0,1,LSTM,3,100,0,400,simple,0,0,2000
parser_labeled_results,0.6418,0.5358,0.584,0.6517,0.565,0.6053,bert-base-uncased,frozen,12.75,conll04,linear,0,1,LSTM,3,100,0,400,simple,0,3,2000
parser_labeled_results,0.6276,0.5505,0.5865,0.6256,0.577,0.6003,bert-base-uncased,frozen,12.75,conll04,linear,0,1,LSTM,3,100,0,400,simple,0,4,2000
parser_labeled_results,0.5757,0.6073,0.5911,0.5314,0.5695,0.5498,bert-base-uncased,frozen,12.75,conll04,linear,0,1,LSTM,3,100,0,400,simple,0,1,2000
parser_labeled_results,0.5797,0.6073,0.5932,0.57,0.5904,0.58,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,1,400,simple,0,2,2000
parser_labeled_results,0.6614,0.5376,0.5931,0.6644,0.577,0.6176,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,1,400,simple,0,0,2000
parser_labeled_results,0.6177,0.5633,0.5893,0.6175,0.6129,0.6152,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,1,400,simple,0,3,2000
parser_labeled_results,0.6343,0.611,0.6224,0.6142,0.5949,0.6044,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,1,400,simple,0,1,2000
parser_labeled_results,0.6004,0.5706,0.5851,0.5908,0.5785,0.5846,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,1,400,simple,0,4,2000
parser_labeled_results,0.6211,0.5413,0.5784,0.6254,0.5665,0.5945,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,0,400,simple,0,0,2000
parser_labeled_results,0.6634,0.5028,0.572,0.6398,0.4993,0.5609,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,0,400,simple,0,1,2000
parser_labeled_results,0.5818,0.5284,0.5538,0.6065,0.562,0.5834,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,0,400,simple,0,3,2000
parser_labeled_results,0.5958,0.5248,0.558,0.5536,0.5172,0.5348,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,0,400,simple,0,4,2000
parser_labeled_results,0.5076,0.6147,0.556,0.4919,0.5874,0.5354,bert-base-uncased,frozen,13.63,conll04,linear,0,1,LSTM,3,500,0,400,simple,0,2,2000
parser_labeled_results,0.2955,0.276,0.2854,0.353,0.2886,0.3175,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,1,200,simple,0,3,2000
parser_labeled_results,0.3009,0.192,0.2344,0.3458,0.2019,0.255,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,1,200,simple,0,1,2000
parser_labeled_results,0.2724,0.261,0.2666,0.3652,0.3224,0.3424,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,1,200,simple,0,0,2000
parser_labeled_results,0.271,0.248,0.259,0.33,0.2617,0.2919,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,1,200,simple,0,2,2000
parser_labeled_results,0.3062,0.263,0.2829,0.3565,0.2849,0.3167,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,1,200,simple,0,4,2000
parser_labeled_results,0.2966,0.191,0.2324,0.2821,0.1843,0.223,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,0,200,simple,0,0,2000
parser_labeled_results,0.3362,0.197,0.2484,0.3929,0.2047,0.2692,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,0,200,simple,0,1,2000
parser_labeled_results,0.2726,0.247,0.2592,0.3237,0.2649,0.2914,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,0,200,simple,0,4,2000
parser_labeled_results,0.2801,0.221,0.2471,0.3275,0.2353,0.2739,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,0,200,simple,0,3,2000
parser_labeled_results,0.2572,0.25,0.2535,0.3036,0.2649,0.283,bert-base-uncased,frozen,4.89,scierc,linear,0,1,LSTM,3,300,0,200,simple,0,2,2000
parser_labeled_results,0.2735,0.239,0.2551,0.3578,0.2751,0.3111,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,1,200,simple,0,4,2000
parser_labeled_results,0.3526,0.171,0.2303,0.3487,0.1681,0.2269,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,1,200,simple,0,1,2000
parser_labeled_results,0.3044,0.242,0.2696,0.3623,0.2552,0.2995,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,1,200,simple,0,0,2000
parser_labeled_results,0.2811,0.246,0.2624,0.3876,0.3164,0.3484,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,1,200,simple,0,2,2000
parser_labeled_results,0.2607,0.279,0.2696,0.322,0.334,0.3279,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,1,200,simple,0,3,2000
parser_labeled_results,0.3291,0.205,0.2526,0.3464,0.2052,0.2577,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,0,200,simple,0,3,2000
parser_labeled_results,0.3021,0.261,0.28,0.337,0.2733,0.3018,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,0,200,simple,0,1,2000
parser_labeled_results,0.2779,0.244,0.2599,0.3201,0.2473,0.2791,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,0,200,simple,0,2,2000
parser_labeled_results,0.3032,0.248,0.2728,0.3501,0.2705,0.3052,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,0,200,simple,0,4,2000
parser_labeled_results,0.2331,0.269,0.2498,0.2954,0.3094,0.3023,bert-base-uncased,frozen,4.65,scierc,linear,0,1,LSTM,3,100,0,200,simple,0,0,2000
parser_labeled_results,0.3127,0.257,0.2821,0.3468,0.2589,0.2965,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,1,200,simple,0,0,2000
parser_labeled_results,0.2649,0.257,0.2609,0.3524,0.3025,0.3255,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,1,200,simple,0,3,2000
parser_labeled_results,0.2983,0.261,0.2784,0.3373,0.2784,0.305,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,1,200,simple,0,4,2000
parser_labeled_results,0.3394,0.278,0.3057,0.3458,0.2691,0.3027,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,1,200,simple,0,1,2000
parser_labeled_results,0.2535,0.309,0.2785,0.3007,0.333,0.316,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,1,200,simple,0,2,2000
parser_labeled_results,0.2513,0.241,0.246,0.2985,0.2663,0.2815,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,0,200,simple,0,2,2000
parser_labeled_results,0.2717,0.225,0.2462,0.2926,0.226,0.255,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,0,200,simple,0,4,2000
parser_labeled_results,0.2942,0.258,0.2749,0.2879,0.2524,0.269,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,0,200,simple,0,1,2000
parser_labeled_results,0.3139,0.221,0.2594,0.3546,0.2321,0.2805,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,0,200,simple,0,0,2000
parser_labeled_results,0.2493,0.276,0.262,0.2881,0.2978,0.2929,bert-base-uncased,frozen,5.21,scierc,linear,0,1,LSTM,3,500,0,200,simple,0,3,2000
parser_labeled_results,0.6467,0.6941,0.6696,0.6581,0.6755,0.6667,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,1,200,simple,0,4,2000
parser_labeled_results,0.6685,0.69,0.6791,0.6891,0.6659,0.6773,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,1,200,simple,0,1,2000
parser_labeled_results,0.6418,0.709,0.6737,0.6159,0.6514,0.6332,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,1,200,simple,0,2,2000
parser_labeled_results,0.6551,0.7139,0.6832,0.6299,0.6587,0.6439,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,1,200,simple,0,0,2000
parser_labeled_results,0.6342,0.6917,0.6617,0.6581,0.6755,0.6667,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,1,200,simple,0,3,2000
parser_labeled_results,0.6429,0.6768,0.6594,0.6691,0.6611,0.6651,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,0,200,simple,0,1,2000
parser_labeled_results,0.655,0.662,0.6585,0.6833,0.6587,0.6707,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,0,200,simple,0,3,2000
parser_labeled_results,0.6336,0.6686,0.6506,0.6525,0.6635,0.6579,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,0,200,simple,0,2,2000
parser_labeled_results,0.6519,0.6686,0.6602,0.677,0.6803,0.6787,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,0,200,simple,0,0,2000
parser_labeled_results,0.6784,0.6661,0.6722,0.6821,0.6394,0.66,bert-base-uncased,frozen,4.83,ade,linear,0,1,LSTM,3,300,0,200,simple,0,4,2000
parser_labeled_results,0.6624,0.6472,0.6547,0.6667,0.6058,0.6348,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,1,200,simple,0,3,2000
parser_labeled_results,0.6828,0.662,0.6722,0.7117,0.6587,0.6841,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,1,200,simple,0,0,2000
parser_labeled_results,0.683,0.6678,0.6753,0.7187,0.6755,0.6964,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,1,200,simple,0,2,2000
parser_labeled_results,0.6426,0.7057,0.6727,0.6328,0.6587,0.6455,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,1,200,simple,0,1,2000
parser_labeled_results,0.643,0.7172,0.6781,0.6417,0.6803,0.6604,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,1,200,simple,0,4,2000
parser_labeled_results,0.6661,0.6628,0.6645,0.6759,0.6418,0.6584,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,0,200,simple,0,4,2000
parser_labeled_results,0.6712,0.6463,0.6585,0.7244,0.6635,0.6926,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,0,200,simple,0,2,2000
parser_labeled_results,0.6706,0.6562,0.6633,0.7051,0.6611,0.6824,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,0,200,simple,0,3,2000
parser_labeled_results,0.6419,0.662,0.6518,0.6216,0.6082,0.6148,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,0,200,simple,0,0,2000
parser_labeled_results,0.6466,0.6801,0.6629,0.6714,0.6779,0.6746,bert-base-uncased,frozen,4.59,ade,linear,0,1,LSTM,3,100,0,200,simple,0,1,2000
parser_labeled_results,0.6462,0.7032,0.6735,0.6488,0.6707,0.6596,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,1,200,simple,0,3,2000
parser_labeled_results,0.6407,0.6908,0.6648,0.6218,0.6442,0.6328,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,1,200,simple,0,0,2000
parser_labeled_results,0.6743,0.7049,0.6892,0.6818,0.6851,0.6835,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,1,200,simple,0,2,2000
parser_labeled_results,0.6758,0.6702,0.673,0.6883,0.6635,0.6756,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,1,200,simple,0,4,2000
parser_labeled_results,0.6672,0.6908,0.6788,0.6787,0.6755,0.6771,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,1,200,simple,0,1,2000
parser_labeled_results,0.6738,0.6455,0.6594,0.7132,0.6514,0.6809,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,0,200,simple,0,4,2000
parser_labeled_results,0.6574,0.6645,0.6609,0.6968,0.6851,0.6909,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,0,200,simple,0,2,2000
parser_labeled_results,0.6353,0.6735,0.6539,0.6361,0.6346,0.6354,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,0,200,simple,0,3,2000
parser_labeled_results,0.634,0.6884,0.6601,0.6437,0.6514,0.6476,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,0,200,simple,0,0,2000
parser_labeled_results,0.6464,0.648,0.6472,0.6616,0.6298,0.6453,bert-base-uncased,frozen,5.15,ade,linear,0,1,LSTM,3,500,0,200,simple,0,1,2000
parser_labeled_results,0.6476,0.6407,0.6441,0.6138,0.6034,0.6086,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,1,200,simple,0,1,2000
parser_labeled_results,0.6556,0.6421,0.6488,0.6332,0.6129,0.6229,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,1,200,simple,0,3,2000
parser_labeled_results,0.6507,0.6442,0.6474,0.6189,0.6109,0.6149,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,1,200,simple,0,4,2000
parser_labeled_results,0.6469,0.6428,0.6449,0.6241,0.6177,0.6209,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,1,200,simple,0,2,2000
parser_labeled_results,0.6484,0.6471,0.6477,0.6288,0.6259,0.6273,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,1,200,simple,0,0,2000
parser_labeled_results,0.6524,0.6386,0.6454,0.6337,0.6224,0.628,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,0,200,simple,0,1,2000
parser_labeled_results,0.6525,0.6322,0.6422,0.6334,0.6184,0.6258,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,0,200,simple,0,3,2000
parser_labeled_results,0.6515,0.6414,0.6464,0.6105,0.6034,0.6069,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,0,200,simple,0,0,2000
parser_labeled_results,0.6613,0.6464,0.6538,0.6247,0.615,0.6198,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,0,200,simple,0,4,2000
parser_labeled_results,0.6475,0.6378,0.6426,0.6162,0.6095,0.6129,bert-base-uncased,frozen,4.97,yamakata,linear,0,1,LSTM,3,300,0,200,simple,0,2,2000
parser_labeled_results,0.6455,0.6272,0.6362,0.6251,0.6136,0.6193,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,1,200,simple,0,1,2000
parser_labeled_results,0.6597,0.6485,0.654,0.6318,0.6293,0.6305,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,1,200,simple,0,4,2000
parser_labeled_results,0.6529,0.64,0.6464,0.6064,0.6027,0.6046,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,1,200,simple,0,0,2000
parser_labeled_results,0.6468,0.6541,0.6505,0.6203,0.6245,0.6224,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,1,200,simple,0,3,2000
parser_labeled_results,0.6659,0.6442,0.6549,0.6308,0.615,0.6228,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,1,200,simple,0,2,2000
parser_labeled_results,0.661,0.6386,0.6496,0.6308,0.6218,0.6262,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,0,200,simple,0,1,2000
parser_labeled_results,0.6585,0.6449,0.6516,0.6354,0.6259,0.6306,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,0,200,simple,0,4,2000
parser_labeled_results,0.6531,0.6364,0.6447,0.6255,0.6136,0.6195,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,0,200,simple,0,0,2000
parser_labeled_results,0.6535,0.6308,0.6419,0.6243,0.6116,0.6179,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,0,200,simple,0,3,2000
parser_labeled_results,0.6608,0.6421,0.6513,0.6189,0.6088,0.6139,bert-base-uncased,frozen,4.72,yamakata,linear,0,1,LSTM,3,100,0,200,simple,0,2,2000
parser_labeled_results,0.6471,0.6343,0.6407,0.6256,0.6116,0.6185,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,1,200,simple,0,3,2000
parser_labeled_results,0.6417,0.6499,0.6458,0.6307,0.6354,0.633,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,1,200,simple,0,4,2000
parser_labeled_results,0.6539,0.64,0.6468,0.6269,0.6184,0.6226,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,1,200,simple,0,1,2000
parser_labeled_results,0.6545,0.635,0.6446,0.6289,0.6156,0.6222,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,1,200,simple,0,2,2000
parser_labeled_results,0.653,0.6428,0.6479,0.6285,0.6204,0.6244,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,1,200,simple,0,0,2000
parser_labeled_results,0.6478,0.6506,0.6492,0.6178,0.6245,0.6211,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,0,200,simple,0,0,2000
parser_labeled_results,0.6481,0.6343,0.6411,0.6334,0.6218,0.6275,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,0,200,simple,0,1,2000
parser_labeled_results,0.6488,0.6428,0.6458,0.6256,0.632,0.6288,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,0,200,simple,0,4,2000
parser_labeled_results,0.6669,0.6145,0.6396,0.6434,0.6027,0.6224,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,0,200,simple,0,3,2000
parser_labeled_results,0.6517,0.6272,0.6392,0.6075,0.5939,0.6006,bert-base-uncased,frozen,5.29,yamakata,linear,0,1,LSTM,3,500,0,200,simple,0,2,2000
parser_labeled_results,0.6012,0.5725,0.5865,0.6,0.574,0.5867,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,1,200,simple,0,3,2000
parser_labeled_results,0.622,0.5706,0.5952,0.6028,0.574,0.5881,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,1,200,simple,0,2,2000
parser_labeled_results,0.6183,0.5945,0.6062,0.6268,0.5949,0.6104,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,1,200,simple,0,4,2000
parser_labeled_results,0.641,0.5798,0.6089,0.5966,0.5172,0.554,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,1,200,simple,0,1,2000
parser_labeled_results,0.624,0.5633,0.5921,0.6073,0.5964,0.6018,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,1,200,simple,0,0,2000
parser_labeled_results,0.6034,0.5945,0.5989,0.5939,0.5815,0.5876,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,0,200,simple,0,3,2000
parser_labeled_results,0.6344,0.5284,0.5766,0.6355,0.568,0.5998,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,0,200,simple,0,1,2000
parser_labeled_results,0.6184,0.5413,0.5773,0.6386,0.5546,0.5936,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,0,200,simple,0,4,2000
parser_labeled_results,0.6306,0.567,0.5971,0.6078,0.5561,0.5808,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,0,200,simple,0,0,2000
parser_labeled_results,0.6195,0.5376,0.5756,0.6259,0.5426,0.5813,bert-base-uncased,frozen,4.87,conll04,linear,0,1,LSTM,3,300,0,200,simple,0,2,2000
parser_labeled_results,0.6448,0.5596,0.5992,0.6086,0.5531,0.5795,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,1,200,simple,0,4,2000
parser_labeled_results,0.6452,0.5706,0.6056,0.6124,0.562,0.5861,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,1,200,simple,0,2,2000
parser_labeled_results,0.6396,0.5633,0.599,0.6425,0.5964,0.6186,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,1,200,simple,0,1,2000
parser_labeled_results,0.6304,0.6165,0.6234,0.6112,0.6039,0.6075,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,1,200,simple,0,0,2000
parser_labeled_results,0.6421,0.5596,0.598,0.6329,0.5979,0.6149,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,1,200,simple,0,3,2000
parser_labeled_results,0.6341,0.5596,0.5945,0.6272,0.5785,0.6019,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,0,200,simple,0,3,2000
parser_labeled_results,0.6312,0.5872,0.6084,0.6073,0.5964,0.6018,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,0,200,simple,0,2,2000
parser_labeled_results,0.626,0.5651,0.594,0.5952,0.5516,0.5725,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,0,200,simple,0,0,2000
parser_labeled_results,0.613,0.5872,0.5998,0.5857,0.5979,0.5917,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,0,200,simple,0,1,2000
parser_labeled_results,0.6302,0.5596,0.5928,0.5917,0.5546,0.5725,bert-base-uncased,frozen,4.63,conll04,linear,0,1,LSTM,3,100,0,200,simple,0,4,2000
parser_labeled_results,0.6462,0.5394,0.588,0.6023,0.5456,0.5725,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,1,200,simple,0,2,2000
parser_labeled_results,0.6744,0.5321,0.5949,0.6691,0.5471,0.602,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,1,200,simple,0,4,2000
parser_labeled_results,0.5871,0.6,0.5935,0.5596,0.5755,0.5674,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,1,200,simple,0,0,2000
parser_labeled_results,0.6075,0.622,0.6147,0.57,0.6024,0.5858,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,1,200,simple,0,1,2000
parser_labeled_results,0.6502,0.556,0.5994,0.6303,0.5605,0.5934,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,1,200,simple,0,3,2000
parser_labeled_results,0.6391,0.5523,0.5925,0.6128,0.5441,0.5764,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,0,200,simple,0,0,2000
parser_labeled_results,0.6008,0.5468,0.5725,0.5589,0.5605,0.5597,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,0,200,simple,0,4,2000
parser_labeled_results,0.6305,0.5541,0.5898,0.5928,0.5635,0.5778,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,0,200,simple,0,1,2000
parser_labeled_results,0.5659,0.567,0.5665,0.5359,0.5247,0.5302,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,0,200,simple,0,2,2000
parser_labeled_results,0.5165,0.5743,0.5439,0.5487,0.5979,0.5722,bert-base-uncased,frozen,5.19,conll04,linear,0,1,LSTM,3,500,0,200,simple,0,3,2000
parser_labeled_results,0.2731,0.242,0.2566,0.286,0.2348,0.2579,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,1,100,simple,0,0,2000
parser_labeled_results,0.2568,0.246,0.2513,0.2921,0.2649,0.2779,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,1,100,simple,0,4,2000
parser_labeled_results,0.3015,0.221,0.255,0.3444,0.2455,0.2866,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,1,100,simple,0,3,2000
parser_labeled_results,0.281,0.222,0.248,0.3443,0.2626,0.298,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,1,100,simple,0,1,2000
parser_labeled_results,0.2853,0.22,0.2484,0.3422,0.2631,0.2975,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,1,100,simple,0,2,2000
parser_labeled_results,0.2555,0.208,0.2293,0.3326,0.264,0.2943,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,0,100,simple,0,1,2000
parser_labeled_results,0.2862,0.164,0.2085,0.3225,0.1751,0.227,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,0,100,simple,0,0,2000
parser_labeled_results,0.2779,0.244,0.2599,0.3264,0.277,0.2997,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,0,100,simple,0,2,2000
parser_labeled_results,0.2578,0.207,0.2296,0.3021,0.2195,0.2543,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,0,100,simple,0,3,2000
parser_labeled_results,0.2464,0.22,0.2324,0.2946,0.2441,0.267,bert-base-uncased,frozen,1.95,scierc,linear,0,1,LSTM,1,300,0,100,simple,0,4,2000
parser_labeled_results,0.2883,0.211,0.2436,0.3196,0.2339,0.2701,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,1,100,simple,0,4,2000
parser_labeled_results,0.2529,0.237,0.2447,0.2866,0.2459,0.2647,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,1,100,simple,0,3,2000
parser_labeled_results,0.284,0.207,0.2394,0.3088,0.22,0.257,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,1,100,simple,0,2,2000
parser_labeled_results,0.2776,0.211,0.2398,0.3208,0.2362,0.2721,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,1,100,simple,0,0,2000
parser_labeled_results,0.3174,0.192,0.2393,0.338,0.2112,0.26,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,1,100,simple,0,1,2000
parser_labeled_results,0.2979,0.216,0.2504,0.3253,0.2265,0.2671,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,0,100,simple,0,1,2000
parser_labeled_results,0.2454,0.215,0.2292,0.2679,0.2251,0.2447,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,0,100,simple,0,0,2000
parser_labeled_results,0.2946,0.195,0.2347,0.3251,0.2126,0.2571,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,0,100,simple,0,2,2000
parser_labeled_results,0.2741,0.247,0.2599,0.2997,0.2464,0.2705,bert-base-uncased,frozen,1.79,scierc,linear,0,1,LSTM,1,100,0,100,simple,0,4,2000
